symbol,date,open,high,low,close,volume
MSFT,2025-06-25,492.04,494.5556,489.39,492.27,17495099
MSFT,2025-06-26,492.98,498.04,492.81,497.45,21578853
MSFT,2025-06-27,497.55,499.3,493.03,495.94,34539236
MSFT,2025-06-30,497.04,500.76,495.33,497.41,28368991
MSFT,2025-07-01,496.47,498.05,490.98,492.05,19945375
MSFT,2025-07-02,489.99,493.5,488.7,491.09,16319641
MSFT,2025-07-03,493.81,500.13,493.44,498.84,13984829
MSFT,2025-07-07,497.38,498.75,495.225,497.72,13981605
MSFT,2025-07-08,497.24,498.2,494.11,496.62,11846586
MSFT,2025-07-09,500.3,506.78,499.74,503.51,18659538
MSFT,2025-07-10,503.05,504.44,497.75,501.48,16498740
MSFT,2025-07-11,498.47,505.03,497.795,503.32,16459512
MSFT,2025-07-14,501.515,503.97,501.03,503.02,12058848
MSFT,2025-07-15,503.02,508.3,502.79,505.82,14927202
MSFT,2025-07-16,505.18,506.72,501.89,505.62,15154374
MSFT,2025-07-17,505.68,513.37,505.62,511.7,17503129
MSFT,2025-07-18,514.48,514.64,507.43,510.05,21209666
MSFT,2025-07-21,506.705,512.09,505.55,510.06,14066805
MSFT,2025-07-22,510.97,511.2,505.27,505.27,13868644
MSFT,2025-07-23,506.75,506.79,500.7,505.87,16396585
MSFT,2025-07-24,508.77,513.67,507.3,510.88,16107000
MSFT,2025-07-25,512.465,518.29,510.3592,513.71,19125699
MSFT,2025-07-28,514.08,515.0,510.12,512.5,14308027
MSFT,2025-07-29,515.53,517.62,511.56,512.57,16469235
MSFT,2025-07-30,515.17,515.95,509.435,513.24,26380434
MSFT,2025-07-31,555.225,555.45,531.9,533.5,51617326
MSFT,2025-08-01,535.0,535.8,520.86,524.11,28977628
MSFT,2025-08-04,528.27,538.25,528.13,535.64,25349004
MSFT,2025-08-05,537.18,537.3,527.24,527.75,19171569
MSFT,2025-08-06,530.9,531.7,524.03,524.94,21355702
MSFT,2025-08-07,526.8,528.09,517.5511,520.84,16079144
MSFT,2025-08-08,522.6,524.66,519.41,522.04,15531009
MSFT,2025-08-11,522.3,527.59,519.72,521.77,20194372
MSFT,2025-08-12,523.75,530.98,522.7,529.24,18688921
MSFT,2025-08-13,532.11,532.7,519.37,520.58,19619160
MSFT,2025-08-14,522.56,525.9499,520.14,522.48,20269074
MSFT,2025-08-15,522.77,526.1,519.08,520.17,25213272
MSFT,2025-08-18,521.585,522.82,514.02,517.1,23760583
MSFT,2025-08-19,515.0,515.1641,508.55,509.77,21481016
MSFT,2025-08-20,509.865,511.0,504.44,505.72,27723025
MSFT,2025-08-21,503.69,507.63,502.7201,504.24,18443254
MSFT,2025-08-22,504.25,510.73,502.41,507.23,24324161
MSFT,2025-08-25,506.63,508.19,504.12,504.26,21638579
MSFT,2025-08-26,504.355,504.9778,498.51,502.04,30835709
MSFT,2025-08-27,502.0,507.29,499.9,506.74,17277893
MSFT,2025-08-28,507.09,511.09,505.5,509.64,18015593
MSFT,2025-08-29,508.66,509.6,504.4915,506.69,20961569
MSFT,2025-09-02,500.465,506.0,496.81,505.12,18127995
MSFT,2025-09-03,503.79,507.79,502.32,505.35,15995154
MSFT,2025-09-04,504.3,508.15,503.15,507.97,15509486
MSFT,2025-09-05,509.07,511.97,492.37,495.0,31994846
MSFT,2025-09-08,498.105,501.195,495.03,498.2,16771015
MSFT,2025-09-09,501.43,502.25,497.7,498.41,14410542
MSFT,2025-09-10,502.98,503.2299,496.72,500.37,21611816
MSFT,2025-09-11,502.25,503.17,497.88,501.01,18881608
MSFT,2025-09-12,506.65,512.55,503.85,509.9,23624884
MSFT,2025-09-15,508.79,515.47,507.0,515.36,17143786
MSFT,2025-09-16,516.88,517.23,508.6,509.04,19711922
MSFT,2025-09-17,510.62,511.29,505.93,510.02,15816585
MSFT,2025-09-18,511.49,513.07,507.66,508.45,18913696
MSFT,2025-09-19,510.56,519.3,510.31,517.93,52474093
MSFT,2025-09-22,515.59,517.74,512.545,514.45,20009314
MSFT,2025-09-23,513.8,514.5899,507.31,509.23,19799580
MSFT,2025-09-24,510.38,512.48,506.92,510.15,13533711
MSFT,2025-09-25,508.3,510.01,505.04,507.03,15786468
MSFT,2025-09-26,510.06,513.94,506.62,511.46,16213129
MSFT,2025-09-29,511.5,516.845,508.88,514.6,17617775
MSFT,2025-09-30,513.24,518.16,509.66,517.95,19728229
MSFT,2025-10-01,514.8,520.505,511.69,519.71,22632336
MSFT,2025-10-02,517.64,521.6,510.6791,515.74,21147356
