symbol,date,open,high,low,close,volume
NFLX,2025-08-28,1222.79,1237.891,1214.2681,1231.45,1950336
NFLX,2025-08-29,1227.97,1228.79,1201.15,1208.25,3209817
NFLX,2025-09-02,1197.0,1215.4,1182.8,1214.11,2303269
NFLX,2025-09-03,1205.14,1226.9999,1203.38,1226.18,2441424
NFLX,2025-09-04,1223.2,1257.48,1223.09,1257.48,3023506
NFLX,2025-09-05,1260.0,1267.1,1239.0201,1243.82,2379673
NFLX,2025-09-08,1248.54,1252.0405,1232.0,1244.76,1915053
NFLX,2025-09-09,1246.67,1265.721,1246.67,1263.25,2219655
NFLX,2025-09-10,1263.975,1267.0,1246.355,1247.71,2701015
NFLX,2025-09-11,1251.0,1253.445,1192.0,1203.5,5682286
NFLX,2025-09-12,1203.055,1211.78,1182.4,1188.44,3784944
NFLX,2025-09-15,1188.4,1207.24,1173.2076,1202.26,2909277
NFLX,2025-09-16,1205.64,1208.9999,1197.28,1200.51,2151473
